oa_package/c0/4b/PMC128861.tar.gz,Arthritis Res. 1999 Sep 9; 1(1):3-4,PMC128861,2014-02-14 12:09:21,11094405,NO-CC CODE
oa_package/83/38/PMC128862.tar.gz,Arthritis Res. 1999 Oct 26; 1(1):5-9,PMC128862,2014-02-18 05:58:22,11094406,NO-CC CODE
oa_package/7c/46/PMC128863.tar.gz,Arthritis Res. 1999 Oct 26; 1(1):11-15,PMC128863,2014-02-18 05:58:29,11094407,NO-CC CODE
oa_package/ea/e6/PMC128864.tar.gz,Arthritis Res. 1999 Oct 26; 1(1):17-20,PMC128864,2014-02-14 12:48:37,11094408,NO-CC CODE
oa_package/e2/23/PMC128865.tar.gz,Arthritis Res. 1999 Jul 8; 1(1):21-24,PMC128865,2014-02-18 05:58:20,11094409,NO-CC CODE
oa_package/ae/fb/PMC128866.tar.gz,Arthritis Res. 1999 Oct 26; 1(1):25-29,PMC128866,2014-02-18 05:58:21,11094410,NO-CC CODE
oa_package/fc/b6/PMC128867.tar.gz,Arthritis Res. 1999 Oct 26; 1(1):31-36,PMC128867,2014-02-18 05:58:29,11094411,NO-CC CODE
oa_package/96/c0/PMC128868.tar.gz,Arthritis Res. 1999 Oct 26; 1(1):37-44,PMC128868,2014-02-18 05:58:37,11094412,NO-CC CODE
oa_package/df/9a/PMC128869.tar.gz,Arthritis Res. 2000 Aug 17; 2(6):429-432,PMC128869,2014-02-14 20:05:21,11094453,NO-CC CODE
oa_package/ab/e2/PMC128870.tar.gz,Arthritis Res. 2000 Aug 10; 2(6):433-436,PMC128870,2014-02-18 05:58:27,11094454,NO-CC CODE
oa_package/c4/92/PMC128871.tar.gz,Arthritis Res. 2000 Aug 25; 2(6):437-440,PMC128871,2014-02-14 12:45:50,11094455,NO-CC CODE
oa_package/f4/d4/PMC128872.tar.gz,Arthritis Res. 2000 Aug 3; 2(6):441-445,PMC128872,2014-02-18 05:58:40,11094456,NO-CC CODE
oa_package/0a/e7/PMC128873.tar.gz,Arthritis Res. 2000 Aug 3; 2(6):446-450,PMC128873,2014-02-18 05:58:42,11094457,NO-CC CODE
oa_package/fd/c5/PMC128874.tar.gz,Arthritis Res. 2000 Sep 6; 2(6):451-456,PMC128874,2014-02-14 12:40:45,11094458,NO-CC CODE
oa_package/4a/f9/PMC128875.tar.gz,Arthritis Res. 2000 Aug 31; 2(6):457-463,PMC128875,2014-02-14 20:05:21,11094459,NO-CC CODE
oa_package/87/0f/PMC128876.tar.gz,Arthritis Res. 2000 Aug 30; 2(6):472-476,PMC128876,2014-02-14 12:41:55,11219394,NO-CC CODE
oa_package/a3/6a/PMC128877.tar.gz,Arthritis Res. 2001 Nov 14; 3(1):1-5,PMC128877,2013-03-20 09:41:47,11178121,NO-CC CODE
oa_package/95/16/PMC128878.tar.gz,Arthritis Res. 2001 Nov 2; 3(1):6-12,PMC128878,2013-03-20 09:41:47,11178122,NO-CC CODE
oa_package/c3/14/PMC128879.tar.gz,Arthritis Res. 2001 Oct 27; 3(1):13-17,PMC128879,2013-03-20 09:41:47,11178123,NO-CC CODE
oa_package/00/8e/PMC128880.tar.gz,Arthritis Res. 2001 Nov 10; 3(1):18-26,PMC128880,2013-03-20 09:41:48,11178124,NO-CC CODE
oa_package/dc/0e/PMC128881.tar.gz,Arthritis Res. 2001 Nov 6; 3(1):34-40,PMC128881,2006-02-02 03:32:02,11269238,NO-CC CODE
oa_package/01/54/PMC128882.tar.gz,Arthritis Res. 2001 Dec 19; 3(2):77-79,PMC128882,2013-03-20 09:41:48,11178113,NO-CC CODE
oa_package/77/d5/PMC128883.tar.gz,Arthritis Res. 2001 Jan 9; 3(2):80-86,PMC128883,2013-03-20 09:41:48,11178114,NO-CC CODE
oa_package/4f/f0/PMC128884.tar.gz,Arthritis Res. 2001 Dec 20; 3(2):87-97,PMC128884,2010-12-22 06:14:45,11178115,NO-CC CODE
oa_package/41/1c/PMC128885.tar.gz,Arthritis Res. 2001 Dec 15; 3(2):98-101,PMC128885,2013-03-20 09:41:48,11178116,NO-CC CODE
oa_package/de/b0/PMC128886.tar.gz,Arthritis Res. 2001 Dec 20; 3(2):102-106,PMC128886,2014-04-10 21:22:01,11178117,NO-CC CODE
oa_package/21/13/PMC128887.tar.gz,Arthritis Res. 2001 Jan 22; 3(2):107-113,PMC128887,2013-03-20 09:41:49,11178118,NO-CC CODE
oa_package/1e/95/PMC128888.tar.gz,Arthritis Res. 2001 Feb 1; 3(3):133-135,PMC128888,2013-03-20 09:41:49,11299052,NO-CC CODE
oa_package/18/22/PMC128889.tar.gz,Arthritis Res. 2001 Feb 14; 3(3):136-141,PMC128889,2013-03-20 09:41:49,11299053,NO-CC CODE
oa_package/07/19/PMC128890.tar.gz,Arthritis Res. 2001 Feb 19; 3(3):142-146,PMC128890,2014-04-10 21:22:06,11299054,NO-CC CODE
oa_package/05/ee/PMC128891.tar.gz,Arthritis Res. 2001 Feb 23; 3(3):147-153,PMC128891,2013-03-20 09:41:49,11299055,NO-CC CODE
oa_package/73/96/PMC128892.tar.gz,Arthritis Res. 2001 Feb 26; 3(3):154-157,PMC128892,2014-04-10 21:22:06,11299056,NO-CC CODE
oa_package/0b/b5/PMC128893.tar.gz,Arthritis Res. 2001 Mar 26; 3(3):E001,PMC128893,2014-12-12 10:40:00,,NO-CC CODE
oa_package/9c/c1/PMC128894.tar.gz,Arthritis Res. 2001 Mar 20; 3(4):197-199,PMC128894,2013-03-20 09:41:49,11438034,NO-CC CODE
oa_package/df/d3/PMC128895.tar.gz,Arthritis Res. 2001 Mar 26; 3(4):200-206,PMC128895,2013-03-20 09:41:49,11438035,NO-CC CODE
oa_package/bf/89/PMC128896.tar.gz,Arthritis Res. 2001 Mar 26; 3(4):207-210,PMC128896,2006-02-02 03:32:40,11438036,NO-CC CODE
oa_package/5d/4f/PMC128897.tar.gz,Arthritis Res. 2001 Apr 24; 3(4):211-213,PMC128897,2013-03-20 09:41:49,11438037,NO-CC CODE
oa_package/74/1d/PMC128898.tar.gz,Arthritis Res. 2001 May 3; 3(4):214-215,PMC128898,2014-04-10 21:22:23,,NO-CC CODE
oa_package/54/ab/PMC128899.tar.gz,Arthritis Res. 2001 Mar 27; 3(4):216-220,PMC128899,2013-03-20 09:41:49,11438039,NO-CC CODE
oa_package/f7/34/PMC128900.tar.gz,Arthritis Res. 2001 May 18; 3(4):221-227,PMC128900,2006-02-02 03:32:40,11438040,NO-CC CODE
oa_package/c9/63/PMC128901.tar.gz,Arthritis Res. 2001 Jun 7; 3(4):237-240,PMC128901,2010-12-22 06:14:47,11438041,NO-CC CODE
oa_package/0c/19/PMC128902.tar.gz,Arthritis Res. 2001 Apr 26; 3(4):241,PMC128902,2006-02-02 03:32:40,,NO-CC CODE
oa_package/7f/88/PMC128903.tar.gz,Arthritis Res. 2001 Jul 2; 3(5):265-269,PMC128903,2006-02-02 03:32:54,11549367,NO-CC CODE
oa_package/3e/46/PMC128904.tar.gz,Arthritis Res. 2001 Jul 4; 3(5):270-280,PMC128904,2013-03-20 09:41:49,11549368,NO-CC CODE
oa_package/34/65/PMC128905.tar.gz,Arthritis Res. 2001 Jul 31; 3(5):289-292,PMC128905,2006-02-02 03:32:54,,NO-CC CODE
oa_package/4b/12/PMC128906.tar.gz,Arthritis Res. 2001 Aug 6; 3(5):E005,PMC128906,2006-02-02 03:32:54,,NO-CC CODE
oa_package/e3/73/PMC128907.tar.gz,Arthritis Res. 2001 Aug 23; 3(6):331-336,PMC128907,2016-09-06 06:14:11,11714386,NO-CC CODE
oa_package/57/f6/PMC128908.tar.gz,Arthritis Res. 2001 Sep 6; 3(6):337-341,PMC128908,2013-03-20 09:41:50,11714387,NO-CC CODE
oa_package/00/dc/PMC128909.tar.gz,Arthritis Res. 2001 Sep 13; 3(6):342-347,PMC128909,2013-03-20 09:41:50,11714388,NO-CC CODE
oa_package/9c/b4/PMC128910.tar.gz,Arthritis Res. 2001 Sep 24; 3(6):E006,PMC128910,2006-02-02 03:33:06,,NO-CC CODE
oa_package/fd/f6/PMC128911.tar.gz,Arthritis Res. 2002 Sep 26; 4(1):1-4,PMC128911,2013-03-20 09:41:50,11879530,NO-CC CODE
oa_package/12/f2/PMC128912.tar.gz,Arthritis Res. 2002 Oct 9; 4(1):10-12,PMC128912,2006-02-02 03:33:19,11879532,NO-CC CODE
oa_package/8e/ea/PMC128913.tar.gz,Arthritis Res. 2002 Nov 2; 4(1):13-19,PMC128913,2014-04-22 13:39:39,11879533,NO-CC CODE
oa_package/55/5a/PMC128914.tar.gz,Arthritis Res. 2002 Sep 28; 4(1):20-29,PMC128914,2014-02-14 09:55:13,11879534,NO-CC CODE
oa_package/80/9b/PMC128915.tar.gz,Arthritis Res. 2002 Oct 5; 4(1):30-35,PMC128915,2013-03-20 09:41:50,11879535,NO-CC CODE
oa_package/62/33/PMC128916.tar.gz,Arthritis Res. 2002 Oct 16; 4(1):36-44,PMC128916,2013-03-20 09:41:50,11879536,NO-CC CODE
oa_package/1f/0f/PMC128917.tar.gz,Arthritis Res. 2002 Oct 26; 4(2):77-79,PMC128917,2013-03-20 09:41:50,11879541,NO-CC CODE
oa_package/ca/19/PMC128918.tar.gz,Arthritis Res. 2002 Nov 12; 4(2):80-83,PMC128918,2013-03-20 09:41:51,11879542,NO-CC CODE
oa_package/1c/84/PMC128919.tar.gz,Arthritis Res. 2002 Nov 19; 4(2):84-86,PMC128919,2013-03-20 09:41:51,11879543,NO-CC CODE
oa_package/69/79/PMC128920.tar.gz,Arthritis Res. 2002 Nov 6; 4(2):87-93,PMC128920,2014-04-10 21:22:41,11879544,NO-CC CODE
oa_package/a7/da/PMC128921.tar.gz,Arthritis Res. 2002 Nov 8; 4(2):94-106,PMC128921,2018-12-22 15:57:42,11879545,NO-CC CODE
oa_package/c3/28/PMC128922.tar.gz,Arthritis Res. 2002 Mar 15; 4(3):145,PMC128922,2006-02-02 03:33:48,,NO-CC CODE
oa_package/a9/b1/PMC128923.tar.gz,Arthritis Res. 2002 Jan 21; 4(3):146-150,PMC128923,2016-09-06 06:14:11,12010562,NO-CC CODE
oa_package/4c/ad/PMC128924.tar.gz,Arthritis Res. 2002 Jan 21; 4(3):151-153,PMC128924,2016-09-06 06:14:11,12010563,NO-CC CODE
oa_package/cf/c2/PMC128925.tar.gz,Arthritis Res. 2002 Jan 22; 4(3):154-156,PMC128925,2016-09-06 06:14:11,12010564,NO-CC CODE
oa_package/32/a9/PMC128926.tar.gz,Arthritis Res. 2002 Nov 23; 4(3):157-164,PMC128926,2016-09-06 06:14:11,12010565,NO-CC CODE
oa_package/e1/fa/PMC128927.tar.gz,Arthritis Res. 2002 Jan 16; 4(3):165-168,PMC128927,2016-09-06 06:14:12,12010566,NO-CC CODE
oa_package/fe/a3/PMC128928.tar.gz,Arthritis Res. 2002 Jan 31; 4(4):233-236,PMC128928,2016-09-06 06:14:12,12106492,NO-CC CODE
oa_package/27/cb/PMC128929.tar.gz,Arthritis Res. 2002 Feb 1; 4(4):237-240,PMC128929,2016-09-06 06:14:12,12106493,NO-CC CODE
oa_package/3f/6e/PMC128930.tar.gz,Arthritis Res. 2002 Mar 12; 4(4):241-246,PMC128930,2016-09-06 06:14:12,12106494,NO-CC CODE
oa_package/29/91/PMC128931.tar.gz,Arthritis Res. 2002 Jan 31; 4(4):247-251,PMC128931,2016-09-06 06:14:12,12106495,NO-CC CODE
oa_package/9d/9f/PMC128932.tar.gz,Arthritis Res. 2002 Feb 13; 4(4):252-260,PMC128932,2016-09-06 06:14:12,12106496,NO-CC CODE
oa_package/a7/dc/PMC128933.tar.gz,Arthritis Res. 2002 Feb 28; 4(4):261-265,PMC128933,2016-09-06 06:14:12,12106497,NO-CC CODE
oa_package/3a/17/PMC128934.tar.gz,Arthritis Res. 2002 May 14; 4(4):276-279,PMC128934,2006-02-02 03:34:03,12106499,NO-CC CODE
oa_package/0c/e5/PMC128935.tar.gz,Arthritis Res. 2002 Mar 19; 4(4):266-273,PMC128935,2016-09-06 06:14:13,12106498,NO-CC CODE
oa_package/25/3a/PMC128936.tar.gz,Arthritis Res. 2002 Jul 18; 4(5):E007,PMC128936,2016-09-06 06:14:13,12223107,NO-CC CODE
oa_package/bd/05/PMC128937.tar.gz,Arthritis Res. 2002 Jul 17; 4(5):296-301,PMC128937,2016-09-06 06:14:13,12223103,NO-CC CODE
oa_package/8a/45/PMC128938.tar.gz,Arthritis Res. 2002 May 7; 4(5):290-295,PMC128938,2016-09-06 06:14:13,12223102,NO-CC CODE
oa_package/d7/35/PMC128939.tar.gz,Arthritis Res. 2002 Apr 12; 4(5):281-289,PMC128939,2016-09-06 06:14:13,12223101,NO-CC CODE
oa_package/b2/a1/PMC128940.tar.gz,Arthritis Res. 2002 Jul 30; 4(5):326-331,PMC128940,2016-09-06 06:14:13,12223106,NO-CC CODE
oa_package/26/69/PMC128941.tar.gz,Arthritis Res. 2002 Aug 5; 4(5):302-306,PMC128941,2019-01-02 07:56:11,12223104,NO-CC CODE
oa_package/5a/e9/PMC128942.tar.gz,Arthritis Res. 2002 Aug 6; 4(5):307-321,PMC128942,2016-09-06 06:14:14,12223105,NO-CC CODE
oa_package/0b/4f/PMC129054.tar.gz,J Biomed Biotechnol. 2001; 1(3):96,PMC129054,2013-05-22 08:04:16,12488600,NO-CC CODE
oa_package/b4/43/PMC129055.tar.gz,J Biomed Biotechnol. 2001; 1(3):108-113,PMC129055,2013-05-22 12:32:10,12488603,NO-CC CODE
oa_package/95/4f/PMC129056.tar.gz,J Biomed Biotechnol. 2001; 1(3):114-121,PMC129056,2013-05-22 16:20:36,12488604,NO-CC CODE
oa_package/80/03/PMC129057.tar.gz,J Biomed Biotechnol. 2001; 1(3):122-128,PMC129057,2013-05-22 12:31:36,12488605,NO-CC CODE
oa_package/1d/ce/PMC129058.tar.gz,J Biomed Biotechnol. 2001; 1(3):95,PMC129058,2013-05-22 08:04:16,12488599,NO-CC CODE
oa_package/57/d5/PMC129059.tar.gz,J Biomed Biotechnol. 2001; 1(3):129-132,PMC129059,2013-05-22 16:20:36,12488606,NO-CC CODE
oa_package/b5/e4/PMC129060.tar.gz,J Biomed Biotechnol. 2001; 1(3):133-143,PMC129060,2013-05-22 16:20:37,12488607,NO-CC CODE
oa_package/47/1b/PMC129061.tar.gz,J Biomed Biotechnol. 2001; 1(3):99-107,PMC129061,2013-05-22 12:30:11,12488602,NO-CC CODE
oa_package/81/46/PMC129062.tar.gz,J Biomed Biotechnol. 2001; 1(3):97-98,PMC129062,2013-05-22 08:04:16,12488601,NO-CC CODE
oa_package/c7/3a/PMC129981.tar.gz,BMC Bioinformatics. 2002 Sep 11; 3:25,PMC129981,2013-05-17 14:30:39,12225620,NO-CC CODE
oa_package/65/b7/PMC129982.tar.gz,BMC Pulm Med. 2002 Sep 11; 2:4,PMC129982,2013-05-17 14:30:39,12223113,NO-CC CODE
oa_package/af/64/PMC129983.tar.gz,BMC Biochem. 2002 Sep 20; 3:28,PMC129983,2014-04-10 21:26:42,12370088,NO-CC CODE
oa_package/56/34/PMC129984.tar.gz,BMC Neurosci. 2002 Sep 16; 3:13,PMC129984,2013-03-20 09:42:21,12234380,NO-CC CODE
oa_package/a4/f3/PMC129985.tar.gz,Arthritis Res. 2000 Dec 22; 2(1):1,PMC129985,2014-02-14 12:42:28,11219388,NO-CC CODE
oa_package/d0/35/PMC129986.tar.gz,Arthritis Res. 2000 Dec 22; 2(1):2-4,PMC129986,2014-02-18 05:58:43,11094413,NO-CC CODE
oa_package/86/22/PMC129987.tar.gz,Arthritis Res. 2000 Dec 1; 2(1):5-15,PMC129987,2014-02-18 05:58:53,11094414,NO-CC CODE
oa_package/07/7e/PMC129988.tar.gz,Arthritis Res. 2000 Dec 23; 2(1):16-32,PMC129988,2014-02-14 20:01:58,11094415,NO-CC CODE
oa_package/25/fd/PMC129989.tar.gz,Arthritis Res. 2000 Dec 22; 2(1):33-37,PMC129989,2014-02-18 05:58:50,11094416,NO-CC CODE
oa_package/2d/00/PMC129990.tar.gz,Arthritis Res. 2000 Feb 9; 2(2):85-89,PMC129990,2014-02-18 05:58:46,11094417,NO-CC CODE
oa_package/60/5e/PMC129991.tar.gz,Arthritis Res. 2000 Feb 24; 2(2):90-94,PMC129991,2014-02-14 12:37:21,11094418,NO-CC CODE
oa_package/6a/a4/PMC129992.tar.gz,Arthritis Res. 2000 Feb 18; 2(2):95-100,PMC129992,2014-02-18 05:58:52,11094419,NO-CC CODE
oa_package/d7/0d/PMC129993.tar.gz,Arthritis Res. 2000 Feb 9; 2(2):101-114,PMC129993,2014-02-18 05:59:02,11094420,NO-CC CODE
oa_package/af/d6/PMC129994.tar.gz,Arthritis Res. 2000 Feb 24; 2(2):115-125,PMC129994,2014-02-18 05:58:59,11094421,NO-CC CODE
oa_package/a0/f7/PMC129995.tar.gz,Arthritis Res. 2000 Feb 24; 2(2):126-131,PMC129995,2014-02-14 20:01:58,11094422,NO-CC CODE
oa_package/80/4f/PMC129996.tar.gz,Arthritis Res. 2000 Mar 27; 2(3):165-168,PMC129996,2014-02-14 12:32:46,11094423,NO-CC CODE
oa_package/38/a4/PMC129997.tar.gz,Arthritis Res. 2000 Apr 6; 2(3):169-171,PMC129997,2014-02-14 12:33:18,11094426,NO-CC CODE
oa_package/b9/97/PMC129998.tar.gz,Arthritis Res. 2000 Mar 31; 2(3):172-174,PMC129998,2014-02-14 12:33:49,11094425,NO-CC CODE
oa_package/02/cd/PMC129999.tar.gz,Arthritis Res. 2000 Mar 31; 2(3):175-178,PMC129999,2014-02-18 05:59:08,11094424,NO-CC CODE
oa_package/89/c3/PMC130000.tar.gz,Arthritis Res. 2000 Mar 27; 2(3):179-188,PMC130000,2014-02-18 05:59:19,11094427,NO-CC CODE
oa_package/7e/aa/PMC130001.tar.gz,Arthritis Res. 2000 Apr 12; 2(3):189-202,PMC130001,2014-02-18 05:59:28,11094428,NO-CC CODE
oa_package/14/8b/PMC130002.tar.gz,Arthritis Res. 2000 Apr 27; 2(3):203-204,PMC130002,2014-02-14 12:29:32,11094429,NO-CC CODE
oa_package/87/c6/PMC130003.tar.gz,Arthritis Res. 2000 Apr 12; 2(3):205-207,PMC130003,2014-02-14 12:30:06,11094430,NO-CC CODE
oa_package/f3/54/PMC130004.tar.gz,Arthritis Res. 2000 Apr 25; 2(3):208-211,PMC130004,2014-02-18 05:59:11,11094431,NO-CC CODE
oa_package/29/22/PMC130005.tar.gz,Arthritis Res. 2000 Apr 19; 2(3):212-216,PMC130005,2014-02-18 05:59:12,11094432,NO-CC CODE
oa_package/2f/92/PMC130006.tar.gz,Arthritis Res. 2000 Apr 12; 2(3):217-220,PMC130006,2014-02-18 05:59:12,11094433,NO-CC CODE
oa_package/74/b6/PMC130007.tar.gz,Arthritis Res. 2000 May 24; 2(4):268-269,PMC130007,2014-02-18 05:59:12,11094443,NO-CC CODE
oa_package/70/e4/PMC130008.tar.gz,Arthritis Res. 2000 May 26; 2(4):270-275,PMC130008,2014-02-14 19:58:28,11094440,NO-CC CODE
oa_package/29/56/PMC130009.tar.gz,Arthritis Res. 2000 May 26; 2(4):276-280,PMC130009,2014-02-18 05:59:21,11094441,NO-CC CODE
oa_package/85/02/PMC130010.tar.gz,Arthritis Res. 2000 Jun 2; 2(4):281-284,PMC130010,2014-02-18 05:59:18,11094442,NO-CC CODE
oa_package/7d/3f/PMC130011.tar.gz,Arthritis Res. 2000 May 19; 2(4):245-248,PMC130011,2014-02-18 05:59:19,11094434,NO-CC CODE
oa_package/cd/e1/PMC130012.tar.gz,Arthritis Res. 2000 May 24; 2(4):249-251,PMC130012,2014-02-18 05:59:23,11094435,NO-CC CODE
oa_package/04/94/PMC130013.tar.gz,Arthritis Res. 2000 Jun 12; 2(4):252-254,PMC130013,2014-02-18 05:59:24,11094436,NO-CC CODE
oa_package/b2/00/PMC130014.tar.gz,Arthritis Res. 2000 Jun 12; 2(4):255-259,PMC130014,2014-02-14 19:58:28,11094437,NO-CC CODE
oa_package/da/f3/PMC130015.tar.gz,Arthritis Res. 2000 Jun 12; 2(4):260-262,PMC130015,2014-02-14 12:22:33,11094438,NO-CC CODE
oa_package/a9/d8/PMC130016.tar.gz,Arthritis Res. 2000 Jun 12; 2(4):263-267,PMC130016,2014-02-18 05:59:29,11094439,NO-CC CODE
oa_package/bb/f1/PMC130017.tar.gz,BMC Microbiol. 2002 Sep 25; 2:29,PMC130017,2010-12-22 06:32:24,12323075,NO-CC CODE
oa_package/9b/f4/PMC130018.tar.gz,BMC Public Health. 2002 Sep 25; 2:24,PMC130018,2013-03-20 09:42:23,12323079,NO-CC CODE
oa_package/a6/1d/PMC130019.tar.gz,BMC Fam Pract. 2002 Sep 17; 3:17,PMC130019,2013-03-20 09:42:23,12236905,NO-CC CODE
oa_package/a8/26/PMC130020.tar.gz,BMC Clin Pharmacol. 2002 Sep 26; 2:7,PMC130020,2010-12-22 06:32:26,12323078,NO-CC CODE
oa_package/2a/44/PMC130021.tar.gz,BMC Plant Biol. 2002 Sep 26; 2:8,PMC130021,2013-03-20 09:42:23,12350232,NO-CC CODE
oa_package/d1/f3/PMC130022.tar.gz,BMC Microbiol. 2002 Sep 25; 2:28,PMC130022,2010-12-22 06:32:27,12296976,NO-CC CODE
oa_package/fb/4a/PMC130023.tar.gz,BMC Urol. 2002 Sep 24; 2:11,PMC130023,2007-08-29 08:59:44,12296974,NO-CC CODE
oa_package/f8/6c/PMC130024.tar.gz,BMC Psychiatry. 2002 Sep 13; 2:9,PMC130024,2013-03-20 09:42:23,12227832,NO-CC CODE
oa_package/2f/b8/PMC130025.tar.gz,BMC Pharmacol. 2002 Sep 13; 2:18,PMC130025,2013-03-20 09:42:24,12230634,NO-CC CODE
oa_package/e2/8d/PMC130026.tar.gz,BMC Med Res Methodol. 2002 Sep 19; 2:11,PMC130026,2014-02-14 22:08:02,12238954,NO-CC CODE
oa_package/e9/1b/PMC130027.tar.gz,BMC Cancer. 2002 Sep 24; 2:23,PMC130027,2013-03-20 09:42:24,12270068,NO-CC CODE
oa_package/c2/41/PMC130028.tar.gz,BMC Cancer. 2002 Sep 12; 2:22,PMC130028,2013-03-20 09:42:24,12377099,NO-CC CODE
oa_package/66/39/PMC130029.tar.gz,BMC Immunol. 2002 Sep 19; 3:12,PMC130029,2013-03-20 09:42:24,12241558,NO-CC CODE
oa_package/af/31/PMC130030.tar.gz,BMC Immunol. 2002 Oct 6; 3:13,PMC130030,2013-03-20 09:42:24,12366867,NO-CC CODE
oa_package/7b/3a/PMC130031.tar.gz,BMC Biochem. 2002 Oct 2; 3:29,PMC130031,2012-10-03 12:13:56,12361483,NO-CC CODE
oa_package/fe/ae/PMC130032.tar.gz,BMC Biochem. 2002 Oct 8; 3:30,PMC130032,2012-10-03 12:13:56,12370087,NO-CC CODE
oa_package/d0/ae/PMC130033.tar.gz,BMC Public Health. 2002 Sep 25; 2:23,PMC130033,2013-03-20 09:42:24,12296975,NO-CC CODE
oa_package/fb/83/PMC130034.tar.gz,BMC Biotechnol. 2002 Sep 23; 2:17,PMC130034,2013-03-20 09:42:24,12270067,NO-CC CODE
oa_package/07/65/PMC130035.tar.gz,BMC Biotechnol. 2002 Sep 27; 2:18,PMC130035,2014-02-14 09:57:57,12354328,NO-CC CODE
oa_package/57/c8/PMC130036.tar.gz,BMC Evol Biol. 2002 Sep 26; 2:17,PMC130036,2019-01-02 15:56:06,12350234,NO-CC CODE
oa_package/51/7f/PMC130037.tar.gz,BMC Nurs. 2002 Oct 2; 1:1,PMC130037,2013-03-20 09:42:25,12361479,NO-CC CODE
oa_package/2c/fe/PMC130038.tar.gz,BMC Mol Biol. 2002 Sep 26; 3:14,PMC130038,2007-08-29 10:13:14,12350233,NO-CC CODE
oa_package/fe/24/PMC130039.tar.gz,BMC Health Serv Res. 2002 Oct 2; 2:20,PMC130039,2013-03-20 09:42:25,12361478,NO-CC CODE
oa_package/4c/33/PMC130040.tar.gz,BMC Genet. 2002 Oct 7; 3:19,PMC130040,2014-02-14 09:57:55,12366868,NO-CC CODE
oa_package/8d/3d/PMC130041.tar.gz,BMC Infect Dis. 2002 Oct 1; 2:21,PMC130041,2010-12-22 06:32:41,12359046,NO-CC CODE
oa_package/a9/6a/PMC130042.tar.gz,BMC Bioinformatics. 2002 Sep 30; 3:26,PMC130042,2011-02-17 07:54:51,12356337,NO-CC CODE
oa_package/00/ba/PMC130043.tar.gz,BMC Psychiatry. 2002 Oct 1; 2:10,PMC130043,2010-12-22 06:32:46,12359045,NO-CC CODE
oa_package/7d/2c/PMC130044.tar.gz,BMC Musculoskelet Disord. 2002 Oct 3; 3:23,PMC130044,2010-12-22 06:32:47,12363369,NO-CC CODE
oa_package/bc/dc/PMC130045.tar.gz,BMC Musculoskelet Disord. 2002 Oct 3; 3:22,PMC130045,2013-03-20 09:42:25,12361480,NO-CC CODE
oa_package/c0/38/PMC130046.tar.gz,BMC Cardiovasc Disord. 2002 Sep 27; 2:16,PMC130046,2019-11-07 07:56:10,12350231,NO-CC CODE
oa_package/93/38/PMC130047.tar.gz,BMC Neurosci. 2002 Oct 4; 3:14,PMC130047,2013-03-20 09:42:25,12366871,NO-CC CODE
oa_package/c2/9e/PMC130048.tar.gz,BMC Surg. 2002 Oct 7; 2:8,PMC130048,2013-03-20 09:42:25,12370083,NO-CC CODE
oa_package/89/05/PMC130049.tar.gz,BMC Genomics. 2002 Sep 27; 3:27,PMC130049,2013-03-20 09:42:25,12354330,NO-CC CODE
oa_package/c3/1d/PMC130050.tar.gz,BMC Med Genet. 2002 Sep 23; 3:8,PMC130050,2014-04-10 21:27:01,12243649,NO-CC CODE
oa_package/e6/51/PMC130051.tar.gz,BMC Cell Biol. 2002 Sep 25; 3:25,PMC130051,2013-03-20 09:42:25,12323076,NO-CC CODE
oa_package/01/50/PMC130052.tar.gz,BMC Gastroenterol. 2002 Sep 20; 2:22,PMC130052,2007-08-29 08:35:17,12241560,NO-CC CODE
oa_package/32/8b/PMC130053.tar.gz,BMC Infect Dis. 2002 Oct 4; 2:22,PMC130053,2010-12-22 06:32:55,12366870,NO-CC CODE
oa_package/39/cd/PMC130054.tar.gz,BMC Pediatr. 2002 Sep 30; 2:9,PMC130054,2013-05-17 14:30:42,12356336,NO-CC CODE
oa_package/bc/dc/PMC130132.tar.gz,Arthritis Res. 2000 Jun 29; 2(5):337-341,PMC130132,2014-02-18 05:59:31,11094444,NO-CC CODE
oa_package/9f/51/PMC130133.tar.gz,Arthritis Res. 2000 Jun 8; 2(5):342-343,PMC130133,2014-02-18 05:59:27,11094445,NO-CC CODE
oa_package/f4/23/PMC130134.tar.gz,Arthritis Res. 2000 Jun 8; 2(5):344-347,PMC130134,2014-02-18 05:59:32,11094446,NO-CC CODE
oa_package/f5/15/PMC130135.tar.gz,Arthritis Res. 2000 Jun 8; 2(5):348-355,PMC130135,2014-02-18 05:59:41,11094447,NO-CC CODE
oa_package/89/b1/PMC130136.tar.gz,Arthritis Res. 2000 Jun 23; 2(5):356-360,PMC130136,2014-02-18 05:59:40,11094448,NO-CC CODE
oa_package/45/1a/PMC130137.tar.gz,Arthritis Res. 2000 Jun 8; 2(5):361-367,PMC130137,2014-02-18 05:59:43,11094449,NO-CC CODE
oa_package/d6/14/PMC130138.tar.gz,Arthritis Res. 2000 Jul 3; 2(5):368-373,PMC130138,2014-02-18 05:59:43,11094450,NO-CC CODE
oa_package/a1/c6/PMC130139.tar.gz,Arthritis Res. 2000 Jul 18; 2(5):374-378,PMC130139,2014-02-18 05:59:41,11094451,NO-CC CODE
oa_package/87/f8/PMC130140.tar.gz,Arthritis Res. 2000 Jul 20; 2(5):379-385,PMC130140,2014-02-18 05:59:48,11094452,NO-CC CODE
